id,customer_id,amount,billing_cycle,next_payment_date,status,payment_method,failure_reason,retry_count,created_at,expected_recovery_action,expected_outcome,recoverable,expected_amount_recovered
SUB00512,CUST00617,1040.82,monthly,2026-09-12,ACTIVE,CARD,,0,2026-04-27 15:46:37,NONE,ALREADY_SUCCESSFUL,False,0
SUB00513,CUST00380,2639.82,monthly,,PAUSED,CARD,,0,2026-01-28 16:58:42,NONE,PAUSED,False,0
SUB00514,CUST00016,2020.0,quarterly,2026-08-27,ACTIVE,NETBANKING,,0,2025-03-08 03:38:04,NONE,ALREADY_SUCCESSFUL,False,0
SUB00515,CUST00450,4733.77,monthly,2026-09-03,ACTIVE,NETBANKING,,0,2025-07-18 13:52:47,NONE,ALREADY_SUCCESSFUL,False,0
SUB00516,CUST00566,1634.17,monthly,2026-08-23,PAST_DUE,UPI,TEMPORARY_DECLINE,0,2025-06-28 15:57:54,RETRY_PAYMENT,NOT_RECOVERED,False,0
SUB00517,CUST00048,3665.86,quarterly,2026-09-16,ACTIVE,NETBANKING,,0,2026-07-17 00:00:00,NONE,ALREADY_SUCCESSFUL,False,0
SUB00518,CUST00391,2690.69,monthly,2026-07-26,PAST_DUE,UPI,INSUFFICIENT_FUNDS,1,2025-09-18 23:00:18,RETRY_PAYMENT,NOT_RECOVERED,False,0
SUB00519,CUST00320,4631.17,quarterly,,PAUSED,UPI,,0,2025-04-24 17:45:03,NONE,PAUSED,False,0
SUB00520,CUST00911,3944.07,quarterly,,PAUSED,CARD,,0,2024-11-23 20:56:03,NONE,PAUSED,False,0
SUB00521,CUST00530,4285.01,monthly,,PAUSED,UPI,,0,2026-03-02 15:29:31,NONE,PAUSED,False,0
SUB00522,CUST00351,1395.58,monthly,2026-09-03,ACTIVE,NETBANKING,,0,2026-03-10 20:08:22,NONE,ALREADY_SUCCESSFUL,False,0
SUB00523,CUST00633,3785.77,monthly,2026-08-12,PAST_DUE,NETBANKING,EXPIRED_CARD,3,2025-12-11 09:07:52,ESCALATE,NOT_RECOVERED,False,0
SUB00524,CUST00125,3208.47,monthly,2026-09-08,ACTIVE,UPI,,0,2026-03-24 05:05:46,NONE,ALREADY_SUCCESSFUL,False,0
SUB00525,CUST00573,440.7,annual,2026-08-28,ACTIVE,NETBANKING,,0,2024-11-14 15:32:11,NONE,ALREADY_SUCCESSFUL,False,0
SUB00526,CUST00788,2479.32,monthly,,CANCELLED,WALLET,,0,2024-12-27 12:58:55,NONE,STOPPED,False,0
SUB00527,CUST00800,1800.14,quarterly,2026-08-28,ACTIVE,WALLET,,0,2026-07-16 22:33:26,NONE,ALREADY_SUCCESSFUL,False,0
SUB00528,CUST00348,3540.06,quarterly,2026-09-12,ACTIVE,NETBANKING,,0,2024-11-16 03:56:45,NONE,ALREADY_SUCCESSFUL,False,0
SUB00529,CUST00600,1933.65,annual,2026-09-18,ACTIVE,NETBANKING,,0,2025-12-08 10:31:19,NONE,ALREADY_SUCCESSFUL,False,0
SUB00530,CUST00760,3642.21,monthly,2026-09-15,ACTIVE,WALLET,,0,2024-09-04 01:06:34,NONE,ALREADY_SUCCESSFUL,False,0
SUB00531,CUST00683,4032.15,quarterly,2026-09-19,ACTIVE,WALLET,,0,2025-05-28 02:28:00,NONE,ALREADY_SUCCESSFUL,False,0
SUB00532,CUST00244,1593.46,quarterly,2026-08-25,PAST_DUE,CARD,PAYMENT_METHOD_REMOVED,4,2024-11-01 20:18:12,ESCALATE,NOT_RECOVERED,False,0
SUB00533,CUST00854,4689.26,monthly,,PAUSED,NETBANKING,,0,2024-11-17 23:13:17,NONE,PAUSED,False,0
SUB00534,CUST00925,1039.89,monthly,2026-08-31,ACTIVE,CARD,,0,2025-04-06 10:03:03,NONE,ALREADY_SUCCESSFUL,False,0
SUB00535,CUST00003,2747.21,monthly,2026-09-14,ACTIVE,UPI,,0,2025-10-14 02:17:56,NONE,ALREADY_SUCCESSFUL,False,0
SUB00536,CUST00615,2751.87,monthly,2026-09-18,ACTIVE,CARD,,0,2025-04-20 03:53:39,NONE,ALREADY_SUCCESSFUL,False,0
SUB00537,CUST00166,4946.85,annual,2026-07-18,PAST_DUE,NETBANKING,TEMPORARY_DECLINE,1,2025-07-16 16:22:38,RETRY_PAYMENT,RECOVERED,True,4946.85
SUB00538,CUST00648,3293.45,quarterly,2026-08-28,ACTIVE,UPI,,0,2026-04-08 03:49:50,NONE,ALREADY_SUCCESSFUL,False,0
SUB00539,CUST00084,3276.91,monthly,2026-09-17,ACTIVE,WALLET,,0,2025-08-22 12:56:55,NONE,ALREADY_SUCCESSFUL,False,0
SUB00540,CUST00486,2789.61,monthly,2026-09-19,ACTIVE,UPI,,0,2025-07-04 10:35:54,NONE,ALREADY_SUCCESSFUL,False,0
SUB00541,CUST00942,2069.33,monthly,,PAUSED,NETBANKING,,0,2024-11-15 04:44:45,NONE,PAUSED,False,0
SUB00542,CUST00231,3384.31,monthly,2026-09-15,ACTIVE,NETBANKING,,0,2025-11-17 01:56:19,NONE,ALREADY_SUCCESSFUL,False,0
SUB00543,CUST00469,432.02,monthly,2026-09-04,ACTIVE,CARD,,0,2025-06-18 14:46:42,NONE,ALREADY_SUCCESSFUL,False,0
SUB00544,CUST00225,3880.87,monthly,,CANCELLED,CARD,,0,2026-03-28 20:12:32,NONE,STOPPED,False,0
SUB00545,CUST00841,4414.13,monthly,2026-09-20,ACTIVE,CARD,,0,2025-08-19 15:57:21,NONE,ALREADY_SUCCESSFUL,False,0
SUB00546,CUST00121,4553.35,annual,,PAUSED,CARD,,0,2026-07-05 22:42:09,NONE,PAUSED,False,0
SUB00547,CUST00906,4143.43,annual,2026-09-03,ACTIVE,WALLET,,0,2025-11-10 23:38:14,NONE,ALREADY_SUCCESSFUL,False,0
SUB00548,CUST00465,4627.91,monthly,2026-08-23,PAST_DUE,NETBANKING,INSUFFICIENT_FUNDS,0,2025-06-12 11:40:25,RETRY_PAYMENT,NOT_RECOVERED,False,0
SUB00549,CUST00436,1780.17,quarterly,2026-07-24,PAST_DUE,CARD,TEMPORARY_DECLINE,0,2026-02-16 15:55:52,RETRY_PAYMENT,RECOVERED,True,1780.17
SUB00550,CUST00903,1296.14,annual,2026-09-12,ACTIVE,WALLET,,0,2024-10-17 11:17:04,NONE,ALREADY_SUCCESSFUL,False,0
SUB00551,CUST00338,2910.96,annual,2026-09-16,ACTIVE,WALLET,,0,2026-01-28 20:10:20,NONE,ALREADY_SUCCESSFUL,False,0
SUB00552,CUST00994,686.04,monthly,2026-09-17,ACTIVE,WALLET,,0,2024-12-29 16:56:05,NONE,ALREADY_SUCCESSFUL,False,0
SUB00553,CUST00137,1640.74,monthly,,CANCELLED,UPI,,0,2025-09-20 17:17:37,NONE,STOPPED,False,0
SUB00554,CUST00855,1298.6,quarterly,2026-09-03,ACTIVE,NETBANKING,,0,2026-04-15 07:18:24,NONE,ALREADY_SUCCESSFUL,False,0
SUB00555,CUST00011,4071.22,annual,2026-09-12,ACTIVE,NETBANKING,,0,2025-09-27 07:34:00,NONE,ALREADY_SUCCESSFUL,False,0
SUB00556,CUST00211,377.03,monthly,2026-09-20,ACTIVE,UPI,,0,2025-03-26 19:50:03,NONE,ALREADY_SUCCESSFUL,False,0
SUB00557,CUST00489,1453.98,monthly,2026-09-21,ACTIVE,WALLET,,0,2025-03-06 03:57:09,NONE,ALREADY_SUCCESSFUL,False,0
SUB00558,CUST00408,2592.01,quarterly,2026-09-22,ACTIVE,WALLET,,0,2025-04-08 16:01:39,NONE,ALREADY_SUCCESSFUL,False,0
SUB00559,CUST00340,339.19,monthly,2026-09-19,ACTIVE,CARD,,0,2026-05-09 18:10:41,NONE,ALREADY_SUCCESSFUL,False,0
SUB00560,CUST00017,727.66,monthly,,CANCELLED,UPI,,0,2025-09-18 14:48:32,NONE,STOPPED,False,0
SUB00561,CUST00764,742.39,monthly,2026-09-04,ACTIVE,CARD,,0,2026-05-29 17:48:50,NONE,ALREADY_SUCCESSFUL,False,0
SUB00562,CUST00079,4723.44,monthly,2026-08-09,PAST_DUE,WALLET,TEMPORARY_DECLINE,4,2025-11-14 23:46:40,ESCALATE,NOT_RECOVERED,False,0
SUB00563,CUST00201,2493.27,annual,2026-09-13,ACTIVE,NETBANKING,,0,2025-10-19 19:09:46,NONE,ALREADY_SUCCESSFUL,False,0
SUB00564,CUST00576,2857.14,monthly,2026-09-08,ACTIVE,UPI,,0,2025-12-16 19:42:52,NONE,ALREADY_SUCCESSFUL,False,0
SUB00565,CUST00161,3492.96,quarterly,2026-08-30,ACTIVE,UPI,,0,2025-08-22 09:03:01,NONE,ALREADY_SUCCESSFUL,False,0
SUB00566,CUST00599,4478.42,monthly,2026-09-11,ACTIVE,NETBANKING,,0,2025-10-20 07:53:33,NONE,ALREADY_SUCCESSFUL,False,0
SUB00567,CUST00426,4892.9,monthly,2026-09-04,ACTIVE,WALLET,,0,2026-01-18 20:48:13,NONE,ALREADY_SUCCESSFUL,False,0
SUB00568,CUST00036,1848.8,monthly,2026-07-12,PAST_DUE,CARD,INSUFFICIENT_FUNDS,0,2025-12-08 13:56:21,RETRY_PAYMENT,NOT_RECOVERED,False,0
SUB00569,CUST00940,4525.97,monthly,2026-08-28,ACTIVE,UPI,,0,2025-09-28 10:23:08,NONE,ALREADY_SUCCESSFUL,False,0
SUB00570,CUST00077,1462.07,quarterly,2026-08-29,ACTIVE,NETBANKING,,0,2026-02-08 12:26:17,NONE,ALREADY_SUCCESSFUL,False,0
SUB00571,CUST00621,3190.27,monthly,2026-09-06,ACTIVE,CARD,,0,2025-03-27 00:40:37,NONE,ALREADY_SUCCESSFUL,False,0
SUB00572,CUST00132,1862.78,monthly,2026-08-29,ACTIVE,CARD,,0,2025-07-01 16:47:26,NONE,ALREADY_SUCCESSFUL,False,0
SUB00573,CUST00761,701.53,monthly,2026-07-13,PAST_DUE,CARD,INSUFFICIENT_FUNDS,2,2025-04-08 04:55:41,RETRY_PAYMENT,NOT_RECOVERED,False,0
SUB00574,CUST00366,1360.42,annual,2026-08-30,ACTIVE,NETBANKING,,0,2025-07-13 22:23:07,NONE,ALREADY_SUCCESSFUL,False,0
SUB00575,CUST00722,3133.43,monthly,2026-09-19,ACTIVE,WALLET,,0,2026-01-02 12:25:38,NONE,ALREADY_SUCCESSFUL,False,0
SUB00576,CUST00921,486.98,monthly,2026-08-27,ACTIVE,NETBANKING,,0,2025-04-03 14:00:26,NONE,ALREADY_SUCCESSFUL,False,0
SUB00577,CUST00716,756.23,monthly,2026-09-11,ACTIVE,NETBANKING,,0,2025-01-22 07:38:24,NONE,ALREADY_SUCCESSFUL,False,0
SUB00578,CUST00037,4410.24,monthly,2026-08-27,ACTIVE,CARD,,0,2025-10-14 00:40:59,NONE,ALREADY_SUCCESSFUL,False,0
SUB00579,CUST00996,788.62,monthly,2026-09-04,ACTIVE,UPI,,0,2025-06-08 16:58:14,NONE,ALREADY_SUCCESSFUL,False,0
SUB00580,CUST00562,3790.38,monthly,2026-09-25,ACTIVE,NETBANKING,,0,2026-06-21 07:19:51,NONE,ALREADY_SUCCESSFUL,False,0
SUB00581,CUST00567,1642.66,monthly,2026-08-29,ACTIVE,UPI,,0,2024-10-11 13:20:08,NONE,ALREADY_SUCCESSFUL,False,0
SUB00582,CUST00053,2134.44,monthly,2026-09-04,ACTIVE,WALLET,,0,2026-02-15 15:27:52,NONE,ALREADY_SUCCESSFUL,False,0
SUB00583,CUST00492,1545.12,monthly,2026-09-08,ACTIVE,WALLET,,0,2026-05-14 18:57:03,NONE,ALREADY_SUCCESSFUL,False,0
SUB00584,CUST00232,538.98,monthly,2026-09-20,ACTIVE,CARD,,0,2024-10-20 16:11:49,NONE,ALREADY_SUCCESSFUL,False,0
SUB00585,CUST00337,607.54,quarterly,2026-09-19,ACTIVE,WALLET,,0,2025-10-21 13:01:44,NONE,ALREADY_SUCCESSFUL,False,0
SUB00586,CUST00990,1270.5,monthly,2026-09-18,ACTIVE,NETBANKING,,0,2024-11-30 19:13:15,NONE,ALREADY_SUCCESSFUL,False,0
SUB00587,CUST00171,3543.2,monthly,2026-08-30,ACTIVE,NETBANKING,,0,2025-12-20 00:00:28,NONE,ALREADY_SUCCESSFUL,False,0
SUB00588,CUST00927,2859.49,monthly,2026-09-08,ACTIVE,CARD,,0,2025-01-10 08:40:45,NONE,ALREADY_SUCCESSFUL,False,0
SUB00589,CUST00472,1304.71,annual,,CANCELLED,WALLET,,0,2026-02-18 06:04:25,NONE,STOPPED,False,0
SUB00590,CUST00932,2895.84,monthly,2026-09-25,ACTIVE,UPI,,0,2025-12-15 06:38:33,NONE,ALREADY_SUCCESSFUL,False,0
SUB00591,CUST00942,4237.09,monthly,,CANCELLED,UPI,,0,2024-10-31 05:46:10,NONE,STOPPED,False,0
SUB00592,CUST00714,2696.06,monthly,,PAUSED,WALLET,,0,2026-02-21 13:15:12,NONE,PAUSED,False,0
SUB00593,CUST00063,2939.4,quarterly,2026-09-03,ACTIVE,CARD,,0,2025-10-27 17:49:58,NONE,ALREADY_SUCCESSFUL,False,0
SUB00594,CUST00407,2254.92,monthly,2026-09-05,ACTIVE,CARD,,0,2025-11-01 03:36:32,NONE,ALREADY_SUCCESSFUL,False,0
SUB00595,CUST00142,1073.98,monthly,2026-08-28,ACTIVE,WALLET,,0,2025-04-05 00:52:35,NONE,ALREADY_SUCCESSFUL,False,0
SUB00596,CUST00583,4603.65,monthly,,PAUSED,WALLET,,0,2025-11-16 13:25:35,NONE,PAUSED,False,0
SUB00597,CUST00254,3621.07,annual,2026-09-04,ACTIVE,WALLET,,0,2026-06-19 14:35:35,NONE,ALREADY_SUCCESSFUL,False,0
SUB00598,CUST00575,4442.25,quarterly,2026-09-12,ACTIVE,NETBANKING,,0,2026-06-21 15:22:32,NONE,ALREADY_SUCCESSFUL,False,0
SUB00599,CUST00724,4239.49,monthly,2026-09-18,ACTIVE,UPI,,0,2024-09-09 21:35:32,NONE,ALREADY_SUCCESSFUL,False,0
SUB00600,CUST00180,624.13,monthly,2026-08-27,ACTIVE,NETBANKING,,0,2026-07-05 16:22:59,NONE,ALREADY_SUCCESSFUL,False,0
SUB00601,CUST00173,450.78,monthly,2026-09-07,ACTIVE,WALLET,,0,2025-04-05 01:31:58,NONE,ALREADY_SUCCESSFUL,False,0
SUB00602,CUST00754,4099.95,annual,2026-09-12,ACTIVE,CARD,,0,2024-11-06 13:08:05,NONE,ALREADY_SUCCESSFUL,False,0
SUB00603,CUST00514,4234.43,monthly,2026-09-22,ACTIVE,NETBANKING,,0,2025-06-30 02:14:09,NONE,ALREADY_SUCCESSFUL,False,0
SUB00604,CUST00075,3315.25,monthly,2026-08-30,ACTIVE,CARD,,0,2026-01-15 17:13:34,NONE,ALREADY_SUCCESSFUL,False,0
SUB00605,CUST00266,3401.99,monthly,2026-09-18,ACTIVE,WALLET,,0,2026-01-16 16:15:19,NONE,ALREADY_SUCCESSFUL,False,0
SUB00606,CUST00499,4988.95,monthly,2026-09-08,ACTIVE,WALLET,,0,2026-06-03 16:02:42,NONE,ALREADY_SUCCESSFUL,False,0
SUB00607,CUST00668,4698.9,quarterly,2026-09-12,ACTIVE,NETBANKING,,0,2024-09-20 05:48:12,NONE,ALREADY_SUCCESSFUL,False,0
SUB00608,CUST00654,2842.4,monthly,2026-09-21,ACTIVE,NETBANKING,,0,2025-09-30 18:09:39,NONE,ALREADY_SUCCESSFUL,False,0
SUB00609,CUST00635,3448.13,monthly,2026-09-02,ACTIVE,UPI,,0,2025-05-20 05:04:26,NONE,ALREADY_SUCCESSFUL,False,0
SUB00610,CUST00150,1688.13,monthly,2026-09-20,ACTIVE,CARD,,0,2025-04-06 18:35:37,NONE,ALREADY_SUCCESSFUL,False,0
SUB00611,CUST00955,3113.05,monthly,2026-07-25,PAST_DUE,CARD,TEMPORARY_DECLINE,3,2024-12-12 03:21:26,ESCALATE,NOT_RECOVERED,False,0
SUB00612,CUST00921,955.47,monthly,2026-09-18,ACTIVE,UPI,,0,2025-12-06 02:49:46,NONE,ALREADY_SUCCESSFUL,False,0
SUB00613,CUST00020,2663.71,monthly,2026-09-24,ACTIVE,NETBANKING,,0,2024-11-27 10:48:39,NONE,ALREADY_SUCCESSFUL,False,0
SUB00614,CUST00491,4088.42,monthly,2026-09-10,ACTIVE,UPI,,0,2025-01-30 09:08:14,NONE,ALREADY_SUCCESSFUL,False,0
SUB00615,CUST00539,2332.73,monthly,2026-08-09,PAST_DUE,CARD,EXPIRED_CARD,0,2024-09-13 04:06:46,SEND_PAYMENT_LINK,RECOVERED,True,2332.73
SUB00616,CUST00858,1380.25,monthly,2026-07-26,PAST_DUE,CARD,TEMPORARY_DECLINE,3,2025-01-28 16:08:08,ESCALATE,NOT_RECOVERED,False,0
SUB00617,CUST00804,3314.02,monthly,2026-08-03,PAST_DUE,CARD,TEMPORARY_DECLINE,4,2026-06-20 14:23:16,ESCALATE,NOT_RECOVERED,False,0
SUB00618,CUST00338,433.05,monthly,,CANCELLED,WALLET,,0,2025-05-17 18:53:02,NONE,STOPPED,False,0
SUB00619,CUST00094,4043.96,monthly,2026-09-22,ACTIVE,UPI,,0,2025-08-29 12:59:51,NONE,ALREADY_SUCCESSFUL,False,0
SUB00620,CUST00727,606.33,annual,,CANCELLED,CARD,,0,2025-02-16 19:51:18,NONE,STOPPED,False,0
SUB00621,CUST00999,3703.09,monthly,2026-07-26,PAST_DUE,CARD,INSUFFICIENT_FUNDS,1,2026-03-15 19:53:46,RETRY_PAYMENT,NOT_RECOVERED,False,0
SUB00622,CUST00170,2923.74,quarterly,2026-08-29,ACTIVE,CARD,,0,2024-12-18 02:49:52,NONE,ALREADY_SUCCESSFUL,False,0
SUB00623,CUST00905,3134.57,quarterly,,PAUSED,UPI,,0,2026-07-21 21:48:53,NONE,PAUSED,False,0
SUB00624,CUST00246,966.83,monthly,2026-08-30,ACTIVE,NETBANKING,,0,2026-07-22 17:05:53,NONE,ALREADY_SUCCESSFUL,False,0
SUB00625,CUST00301,3753.08,monthly,2026-09-04,ACTIVE,WALLET,,0,2025-02-06 04:28:02,NONE,ALREADY_SUCCESSFUL,False,0
SUB00626,CUST00451,1796.79,monthly,2026-08-06,PAST_DUE,NETBANKING,TEMPORARY_DECLINE,1,2026-04-12 01:43:11,RETRY_PAYMENT,RECOVERED,True,1796.79
SUB00627,CUST00645,1139.56,monthly,2026-09-06,ACTIVE,WALLET,,0,2025-01-07 11:55:50,NONE,ALREADY_SUCCESSFUL,False,0
SUB00628,CUST00558,564.09,monthly,2026-09-04,ACTIVE,WALLET,,0,2025-02-17 20:46:48,NONE,ALREADY_SUCCESSFUL,False,0
SUB00629,CUST00982,4527.45,monthly,,CANCELLED,NETBANKING,,0,2025-05-11 13:45:26,NONE,STOPPED,False,0
SUB00630,CUST00971,3737.03,monthly,2026-09-14,ACTIVE,NETBANKING,,0,2026-02-16 15:40:27,NONE,ALREADY_SUCCESSFUL,False,0
SUB00631,CUST00460,2003.75,quarterly,2026-09-08,ACTIVE,WALLET,,0,2026-07-11 22:02:20,NONE,ALREADY_SUCCESSFUL,False,0
SUB00632,CUST00304,4930.24,monthly,2026-09-21,ACTIVE,WALLET,,0,2025-04-05 01:18:02,NONE,ALREADY_SUCCESSFUL,False,0
SUB00633,CUST00383,2833.6,monthly,2026-09-15,ACTIVE,NETBANKING,,0,2025-06-21 18:29:52,NONE,ALREADY_SUCCESSFUL,False,0
SUB00634,CUST00450,476.28,quarterly,2026-08-28,ACTIVE,UPI,,0,2025-07-21 23:07:50,NONE,ALREADY_SUCCESSFUL,False,0
SUB00635,CUST00923,378.51,monthly,2026-07-15,PAST_DUE,WALLET,INSUFFICIENT_FUNDS,2,2025-07-06 00:56:35,RETRY_PAYMENT,NOT_RECOVERED,False,0
SUB00636,CUST00522,894.93,monthly,2026-08-30,ACTIVE,CARD,,0,2024-12-28 15:20:31,NONE,ALREADY_SUCCESSFUL,False,0
SUB00637,CUST00561,1501.82,monthly,2026-07-23,PAST_DUE,UPI,EXPIRED_CARD,4,2025-05-08 10:24:23,ESCALATE,NOT_RECOVERED,False,0
SUB00638,CUST00946,727.17,monthly,2026-09-19,ACTIVE,UPI,,0,2025-05-05 02:39:29,NONE,ALREADY_SUCCESSFUL,False,0
SUB00639,CUST00079,2034.07,annual,,CANCELLED,NETBANKING,,0,2024-10-20 00:32:27,NONE,STOPPED,False,0
SUB00640,CUST00904,2899.9,annual,2026-08-04,PAST_DUE,WALLET,INSUFFICIENT_FUNDS,3,2026-02-17 14:03:00,ESCALATE,NOT_RECOVERED,False,0
SUB00641,CUST00457,3066.28,monthly,2026-09-21,ACTIVE,UPI,,0,2024-12-25 07:16:23,NONE,ALREADY_SUCCESSFUL,False,0
SUB00642,CUST00788,2243.55,monthly,2026-09-02,ACTIVE,UPI,,0,2026-06-16 23:54:15,NONE,ALREADY_SUCCESSFUL,False,0
SUB00643,CUST00840,436.08,monthly,2026-09-16,ACTIVE,UPI,,0,2026-05-06 21:56:55,NONE,ALREADY_SUCCESSFUL,False,0
SUB00644,CUST00921,923.47,quarterly,2026-09-18,ACTIVE,CARD,,0,2025-03-04 09:43:53,NONE,ALREADY_SUCCESSFUL,False,0
SUB00645,CUST00747,3404.99,monthly,2026-08-09,PAST_DUE,CARD,INSUFFICIENT_FUNDS,2,2025-12-17 05:07:20,RETRY_PAYMENT,NOT_RECOVERED,False,0
SUB00646,CUST00803,2315.22,monthly,,CANCELLED,WALLET,,0,2025-08-18 23:41:02,NONE,STOPPED,False,0
SUB00647,CUST00846,4527.69,monthly,2026-07-26,PAST_DUE,CARD,PAYMENT_METHOD_REMOVED,4,2025-12-25 05:36:35,ESCALATE,RECOVERED,True,4527.69
SUB00648,CUST00358,277.3,monthly,2026-09-10,ACTIVE,WALLET,,0,2025-06-01 03:40:58,NONE,ALREADY_SUCCESSFUL,False,0
SUB00649,CUST00983,1699.01,annual,2026-09-01,ACTIVE,CARD,,0,2025-01-01 08:29:39,NONE,ALREADY_SUCCESSFUL,False,0
SUB00650,CUST00991,4893.79,monthly,2026-09-16,ACTIVE,UPI,,0,2026-02-04 00:35:38,NONE,ALREADY_SUCCESSFUL,False,0
SUB00651,CUST00536,694.81,quarterly,2026-09-05,ACTIVE,UPI,,0,2024-10-21 06:40:01,NONE,ALREADY_SUCCESSFUL,False,0
SUB00652,CUST00431,2245.6,monthly,,PAUSED,CARD,,0,2026-05-09 10:05:10,NONE,PAUSED,False,0
SUB00653,CUST00111,2979.35,quarterly,2026-08-27,ACTIVE,NETBANKING,,0,2025-03-24 20:26:37,NONE,ALREADY_SUCCESSFUL,False,0
SUB00654,CUST00513,2179.39,monthly,2026-08-16,PAST_DUE,WALLET,PAYMENT_METHOD_REMOVED,4,2024-10-02 23:25:22,ESCALATE,NOT_RECOVERED,False,0
SUB00655,CUST00368,612.29,monthly,2026-08-16,PAST_DUE,CARD,TEMPORARY_DECLINE,2,2026-04-22 17:18:01,RETRY_PAYMENT,NOT_RECOVERED,False,0
SUB00656,CUST00059,1273.18,monthly,2026-09-21,ACTIVE,CARD,,0,2025-05-22 16:03:56,NONE,ALREADY_SUCCESSFUL,False,0
SUB00657,CUST00155,1377.06,monthly,2026-08-07,PAST_DUE,NETBANKING,TEMPORARY_DECLINE,0,2024-12-13 01:27:04,RETRY_PAYMENT,RECOVERED,True,1377.06
SUB00658,CUST00023,2340.55,monthly,,CANCELLED,CARD,,0,2025-07-03 13:20:45,NONE,STOPPED,False,0
SUB00659,CUST00309,2861.08,monthly,2026-09-02,ACTIVE,WALLET,,0,2024-11-01 22:01:23,NONE,ALREADY_SUCCESSFUL,False,0
SUB00660,CUST00315,2586.29,annual,2026-08-05,PAST_DUE,WALLET,TEMPORARY_DECLINE,0,2024-12-28 15:10:50,RETRY_PAYMENT,NOT_RECOVERED,False,0
SUB00661,CUST00895,2413.0,quarterly,2026-09-15,ACTIVE,WALLET,,0,2026-06-25 23:10:11,NONE,ALREADY_SUCCESSFUL,False,0
SUB00662,CUST00396,2560.42,monthly,,PAUSED,NETBANKING,,0,2024-08-29 09:11:53,NONE,PAUSED,False,0
SUB00663,CUST00418,4829.84,quarterly,2026-09-23,ACTIVE,UPI,,0,2026-03-13 08:02:24,NONE,ALREADY_SUCCESSFUL,False,0
SUB00664,CUST00140,977.05,monthly,,CANCELLED,WALLET,,0,2025-02-13 13:58:04,NONE,STOPPED,False,0
SUB00665,CUST00305,3750.66,monthly,2026-09-08,ACTIVE,NETBANKING,,0,2026-03-26 10:30:31,NONE,ALREADY_SUCCESSFUL,False,0
SUB00666,CUST00803,2419.06,quarterly,2026-09-15,ACTIVE,UPI,,0,2024-10-01 01:24:48,NONE,ALREADY_SUCCESSFUL,False,0
SUB00667,CUST00197,2845.08,monthly,2026-09-04,ACTIVE,UPI,,0,2025-05-22 22:13:48,NONE,ALREADY_SUCCESSFUL,False,0
SUB00668,CUST00794,4122.48,monthly,2026-09-21,ACTIVE,UPI,,0,2025-04-05 18:10:27,NONE,ALREADY_SUCCESSFUL,False,0
SUB00669,CUST00755,372.27,monthly,,CANCELLED,CARD,,0,2025-12-11 00:31:17,NONE,STOPPED,False,0
SUB00670,CUST00876,2114.55,monthly,2026-09-10,ACTIVE,NETBANKING,,0,2026-01-08 19:48:47,NONE,ALREADY_SUCCESSFUL,False,0
SUB00671,CUST00460,3444.05,monthly,2026-09-17,ACTIVE,CARD,,0,2025-07-12 02:21:14,NONE,ALREADY_SUCCESSFUL,False,0
SUB00672,CUST00726,4664.67,quarterly,2026-08-30,ACTIVE,NETBANKING,,0,2025-03-25 15:10:37,NONE,ALREADY_SUCCESSFUL,False,0
SUB00673,CUST00344,4079.27,monthly,2026-09-22,ACTIVE,CARD,,0,2024-10-20 04:40:30,NONE,ALREADY_SUCCESSFUL,False,0
SUB00674,CUST00046,866.37,monthly,,CANCELLED,UPI,,0,2025-11-11 12:07:53,NONE,STOPPED,False,0
SUB00675,CUST00686,3704.36,monthly,2026-08-01,PAST_DUE,WALLET,INSUFFICIENT_FUNDS,2,2025-02-10 00:12:43,RETRY_PAYMENT,NOT_RECOVERED,False,0
SUB00676,CUST00767,4768.84,monthly,2026-09-24,ACTIVE,CARD,,0,2026-02-21 15:06:55,NONE,ALREADY_SUCCESSFUL,False,0
SUB00677,CUST00327,2439.09,monthly,2026-09-22,ACTIVE,CARD,,0,2024-11-28 23:57:45,NONE,ALREADY_SUCCESSFUL,False,0
SUB00678,CUST00180,1917.1,quarterly,,PAUSED,CARD,,0,2024-11-28 18:52:56,NONE,PAUSED,False,0
SUB00679,CUST00120,635.46,monthly,2026-07-27,PAST_DUE,UPI,EXPIRED_CARD,0,2025-11-24 03:31:31,SEND_PAYMENT_LINK,NOT_RECOVERED,False,0
SUB00680,CUST00979,4252.93,monthly,,CANCELLED,UPI,,0,2025-11-22 12:34:30,NONE,STOPPED,False,0
SUB00681,CUST00492,3598.62,monthly,2026-08-07,PAST_DUE,WALLET,PAYMENT_METHOD_REMOVED,4,2025-07-24 12:33:37,ESCALATE,NOT_RECOVERED,False,0
SUB00682,CUST00010,3515.96,monthly,2026-07-19,PAST_DUE,NETBANKING,EXPIRED_CARD,0,2025-08-24 21:29:09,SEND_PAYMENT_LINK,NOT_RECOVERED,False,0
SUB00683,CUST00411,4546.97,monthly,2026-09-15,ACTIVE,CARD,,0,2025-09-23 11:39:27,NONE,ALREADY_SUCCESSFUL,False,0
SUB00684,CUST00276,1205.43,monthly,2026-09-14,ACTIVE,WALLET,,0,2024-10-23 05:08:46,NONE,ALREADY_SUCCESSFUL,False,0
SUB00685,CUST00944,1013.12,monthly,,CANCELLED,UPI,,0,2025-08-26 19:30:41,NONE,STOPPED,False,0
